id,original_dataset,original_id,original_question,original_answer,key_time,original_gold_evidence,question,exact_time,time_specifier,date_type,answer,gold_evidence_1,gold_evidence_2
108,timeqa,/wiki/Pavlos_Polakis#P102#1,Which party was Pavlos Polakis a member of in Jul 2004?,1989,NAP,"Initially, he joined the KNE, from which he left in 1989 after the participation of the KKE in the government of Tzannis Tzannetakis and later joined the NAP.","Which party was Pavlos Polakis a member of as of 17 July, 2004?",0,as of,long,NAP,"he joined the KNE, from which he left in 1989 after the participation of the KKE in the government of Tzannis Tzannetakis and later joined the NAP.",
109,timeqa,/wiki/Pavlos_Polakis#P102#1,Which party was Pavlos Polakis a member of in Jul 2004?,1989,NAP,"Initially, he joined the KNE, from which he left in 1989 after the participation of the KKE in the government of Tzannis Tzannetakis and later joined the NAP.",Which party was Pavlos Polakis a member of as of 1992?,0,as of,short,NAP,"he joined the KNE, from which he left in 1989 after the participation of the KKE in the government of Tzannis Tzannetakis and later joined the NAP.",
110,timeqa,/wiki/Pavlos_Polakis#P102#1,Which party was Pavlos Polakis a member of in Jul 2004?,1989,NAP,"Initially, he joined the KNE, from which he left in 1989 after the participation of the KKE in the government of Tzannis Tzannetakis and later joined the NAP.",Which party was Pavlos Polakis a member of?,0,,,SYRIZA,"He was elected deputy for Chania with SYRIZA in the elections of January 2015 (when he served as Deputy Minister of Interior and Administrative Reconstruction), September 2015 (when he served as Deputy Minister of Health) and July 2019, when SYRIZA was the opposition party.",
111,timeqa,/wiki/Pavlos_Polakis#P102#2,Which party was Pavlos Polakis a member of after Jul 2012?,2015,SYRIZA,"He was elected deputy for Chania with SYRIZA in the elections of January 2015 (when he served as Deputy Minister of Interior and Administrative Reconstruction), September 2015 (when he served as Deputy Minister of Health) and July 2019, when SYRIZA was the opposition party.",Which party was Pavlos Polakis a member of around 2015?,1,around,short,SYRIZA,"He was elected deputy for Chania with SYRIZA in the elections of January 2015 (when he served as Deputy Minister of Interior and Administrative Reconstruction), September 2015 (when he served as Deputy Minister of Health) and July 2019, when SYRIZA was the opposition party.",
112,timeqa,/wiki/Pavlos_Polakis#P102#2,Which party was Pavlos Polakis a member of after Jul 2012?,2015,SYRIZA,"He was elected deputy for Chania with SYRIZA in the elections of January 2015 (when he served as Deputy Minister of Interior and Administrative Reconstruction), September 2015 (when he served as Deputy Minister of Health) and July 2019, when SYRIZA was the opposition party.",Which party was Pavlos Polakis a member in 2010s?,0,in,short,SYRIZA,"He was elected deputy for Chania with SYRIZA in the elections of January 2015 (when he served as Deputy Minister of Interior and Administrative Reconstruction), September 2015 (when he served as Deputy Minister of Health) and July 2019, when SYRIZA was the opposition party.",
113,timeqa,"/wiki/Klemzig,_South_Australia#P1448#0","What was the official name of Klemzig, South Australia before Jul 1923?",1917,Gaza,"In 1917 Klemzig was renamed Gaza, commemorating the British victory in the Third Battle of Gaza, in which Australian troops had a major role.","What is the official name of Klemzig, South Australia?",0,,,Gaza,"In 1917 Klemzig was renamed Gaza, commemorating the British victory in the Third Battle of Gaza, in which Australian troops had a major role.",
114,timeqa,"/wiki/Klemzig,_South_Australia#P1448#0","What was the official name of Klemzig, South Australia before Jul 1923?",1917,Gaza,"In 1917 Klemzig was renamed Gaza, commemorating the British victory in the Third Battle of Gaza, in which Australian troops had a major role.","What is the official name of Klemzig, South Australia as of 1917?",1,as of,short,Gaza,"In 1917 Klemzig was renamed Gaza, commemorating the British victory in the Third Battle of Gaza, in which Australian troops had a major role.",
115,timeqa,"/wiki/Klemzig,_South_Australia#P1448#0","What was the official name of Klemzig, South Australia before Jul 1923?",1917,Gaza,"In 1917 Klemzig was renamed Gaza, commemorating the British victory in the Third Battle of Gaza, in which Australian troops had a major role.","What is the official name of Klemzig, South Australia in 1920s?",0,in,short,Gaza,"In 1917 Klemzig was renamed Gaza, commemorating the British victory in the Third Battle of Gaza, in which Australian troops had a major role.",
116,timeqa,"/wiki/Klemzig,_South_Australia#P1448#0","What was the official name of Klemzig, South Australia before Jul 1923?",1917,Gaza,"In 1917 Klemzig was renamed Gaza, commemorating the British victory in the Third Battle of Gaza, in which Australian troops had a major role.","What is the official name of Klemzig, South Australia on 12 December 1930?",0,as of,long,Gaza,"In 1917 Klemzig was renamed Gaza, commemorating the British victory in the Third Battle of Gaza, in which Australian troops had a major role.",
117,timeqa,"/wiki/Klemzig,_South_Australia#P1448#0","What was the official name of Klemzig, South Australia before Jul 1923?",1917,Gaza,"In 1917 Klemzig was renamed Gaza, commemorating the British victory in the Third Battle of Gaza, in which Australian troops had a major role.","What is the official name of Klemzig, South Australia?",0,,,Klemzig,Klemzig was re-instated as the suburb name with the enactment of the South Australia Nomenclature Act of 1935 on 12 December 1935,
118,timeqa,"/wiki/Klemzig,_South_Australia#P1448#1","What was the official name of Klemzig, South Australia in Oct 1935?",1935,Klemzig,Klemzig was re-instated as the suburb name with the enactment of the South Australia Nomenclature Act of 1935 on 12 December 1935,"What is the official name of Klemzig, South Australia since 1935?",1,since,short,Klemzig,Klemzig was re-instated as the suburb name with the enactment of the South Australia Nomenclature Act of 1935 on 12 December 1935,
119,timeqa,"/wiki/Klemzig,_South_Australia#P1448#1","What was the official name of Klemzig, South Australia in Oct 1935?",1935,Klemzig,Klemzig was re-instated as the suburb name with the enactment of the South Australia Nomenclature Act of 1935 on 12 December 1935,"What is the official name of Klemzig, South Australia after 1940?",0,after,short,Klemzig,Klemzig was re-instated as the suburb name with the enactment of the South Australia Nomenclature Act of 1935 on 12 December 1935,
120,timeqa,/wiki/Fred_Hoiberg#P6087#1,Fred Hoiberg was the coach of which team in Mar 2018?,"December 3, 2018",Chicago Bulls,"On December 3, 2018, the Bulls fired Hoiberg after a 5–19 start to the 2018–19 season.",Fred Hoiberg was the coach of which team?,0,,,Chicago Bulls | Bulls,"On December 3, 2018, the Bulls fired Hoiberg after a 5–19 start to the 2018–19 season.",
121,timeqa,/wiki/Fred_Hoiberg#P6087#1,Fred Hoiberg was the coach of which team in Mar 2018?,"December 3, 2018",Chicago Bulls,"On December 3, 2018, the Bulls fired Hoiberg after a 5–19 start to the 2018–19 season.","Fred Hoiberg was the coach of which team before December 3, 2018?",1,before,long,Chicago Bulls | Bulls,"On December 3, 2018, the Bulls fired Hoiberg after a 5–19 start to the 2018–19 season.",
122,timeqa,/wiki/Fred_Hoiberg#P6087#1,Fred Hoiberg was the coach of which team in Mar 2018?,"December 3, 2018",Chicago Bulls,"On December 3, 2018, the Bulls fired Hoiberg after a 5–19 start to the 2018–19 season.","Fred Hoiberg was the coach of which team as of March 30, 2017?",0,as of,long,Chicago Bulls | Bulls,"On December 3, 2018, the Bulls fired Hoiberg after a 5–19 start to the 2018–19 season.",
123,timeqa,/wiki/Fred_Hoiberg#P6087#1,Fred Hoiberg was the coach of which team in Mar 2018?,"December 3, 2018",Chicago Bulls,"On December 3, 2018, the Bulls fired Hoiberg after a 5–19 start to the 2018–19 season.",Fred Hoiberg was the coach of which team between 2016 and 2017?,0,between,short,Chicago Bulls | Bulls,"On December 3, 2018, the Bulls fired Hoiberg after a 5–19 start to the 2018–19 season.",
124,timeqa,/wiki/Fred_Hoiberg#P6087#1,Fred Hoiberg was the coach of which team in Mar 2018?,"December 3, 2018",Chicago Bulls,"On December 3, 2018, the Bulls fired Hoiberg after a 5–19 start to the 2018–19 season.",Fred Hoiberg was the coach of which team between 2016 and 2017?,0,between,short,Chicago Bulls | Bulls,"On December 3, 2018, the Bulls fired Hoiberg after a 5–19 start to the 2018–19 season.",
125,timeqa,/wiki/Albuquerque_Dukes#P118#3,Which league did Albuquerque Dukes play for in late 1960s?,1962-1971,Texas League,"In 1962 Kansas City management moved the team to the Double-A Texas League, but dropped the team at the end of the season. ",Which league did Albuquerque Dukes play for?,0,,,Texas League | Double-A Texas League | Double-A minor league,"In 1962 Kansas City management moved the team to the Double-A Texas League, but dropped the team at the end of the season. ",
126,timeqa,/wiki/Albuquerque_Dukes#P118#3,Which league did Albuquerque Dukes play for in late 1960s?,1962-1971,Texas League,"In 1962 Kansas City management moved the team to the Double-A Texas League, but dropped the team at the end of the season. ",Which league did Albuquerque Dukes play for from 1962?,1,from,short,Texas League | Double-A Texas League | Double-A minor league,"In 1962 Kansas City management moved the team to the Double-A Texas League, but dropped the team at the end of the season. ",
127,timeqa,/wiki/Albuquerque_Dukes#P118#3,Which league did Albuquerque Dukes play for in late 1960s?,1962-1971,Texas League,"In 1962 Kansas City management moved the team to the Double-A Texas League, but dropped the team at the end of the season. ",Which league did Albuquerque Dukes play for in late 1960s?,0,in,short,Texas League | Double-A Texas League | Double-A minor league,"In 1962 Kansas City management moved the team to the Double-A Texas League, but dropped the team at the end of the season. ",
128,timeqa,/wiki/Albuquerque_Dukes#P118#3,Which league did Albuquerque Dukes play for in late 1960s?,1962-1971,Texas League,"In 1962 Kansas City management moved the team to the Double-A Texas League, but dropped the team at the end of the season. ",Which league did Albuquerque Dukes play for between 1965 and 1968?,0,between,short,Texas League | Double-A Texas League | Double-A minor league,"In 1962 Kansas City management moved the team to the Double-A Texas League, but dropped the team at the end of the season. ",
129,timeqa,/wiki/Albuquerque_Dukes#P118#3,Which league did Albuquerque Dukes play for in late 1960s?,1962-1971,Texas League,"In 1962 Kansas City management moved the team to the Double-A Texas League, but dropped the team at the end of the season. ",What is the lastest league did Albuquerque Dukes play for before 1969?,0,before,short,Texas League | Double-A Texas League | Double-A minor league,"In 1962 Kansas City management moved the team to the Double-A Texas League, but dropped the team at the end of the season. ",
130,timeqa,/wiki/Albuquerque_Dukes#P118#3,Which league did Albuquerque Dukes play for in late 1960s?,1962-1971,Texas League,"In 1962 Kansas City management moved the team to the Double-A Texas League, but dropped the team at the end of the season. ",Which league did Albuquerque Dukes play for until 1971?,0,until,short,Texas League | Double-A Texas League | Double-A minor league,"In 1962 Kansas City management moved the team to the Double-A Texas League, but dropped the team at the end of the season. ",
131,timeqa,/wiki/Albuquerque_Dukes#P118#4,Which league did Albuquerque Dukes play for between Mar 1976 and Jun 1988?,1972,Pacific Coast League,"In 1972, the Dukes name was revived and the team moved up to the Triple-A Pacific Coast League.",Which league did Albuquerque Dukes play for?,0,,,Pacific Coast League | Triple-A Pacific Coast League,"In 1972, the Dukes name was revived and the team moved up to the Triple-A Pacific Coast League.",
132,timeqa,/wiki/Albuquerque_Dukes#P118#4,Which league did Albuquerque Dukes play for between Mar 1976 and Jun 1988?,1972,Pacific Coast League,"In 1972, the Dukes name was revived and the team moved up to the Triple-A Pacific Coast League.",Which league did Albuquerque Dukes play for since 1972?,1,since,short,Pacific Coast League | Triple-A Pacific Coast League,"In 1972, the Dukes name was revived and the team moved up to the Triple-A Pacific Coast League.",
133,timeqa,/wiki/Albuquerque_Dukes#P118#4,Which league did Albuquerque Dukes play for between Mar 1976 and Jun 1988?,1972,Pacific Coast League,"In 1972, the Dukes name was revived and the team moved up to the Triple-A Pacific Coast League.",Which league did Albuquerque Dukes play for between Mar 1976 and Jun 1988?,0,between,long,Pacific Coast League | Triple-A Pacific Coast League,"In 1972, the Dukes name was revived and the team moved up to the Triple-A Pacific Coast League.",
134,timeqa,/wiki/Albuquerque_Dukes#P118#4,Which league did Albuquerque Dukes play for between Mar 1976 and Jun 1988?,1972,Pacific Coast League,"In 1972, the Dukes name was revived and the team moved up to the Triple-A Pacific Coast League.",Which league did Albuquerque Dukes play for in1980s?,0,in,short,Pacific Coast League | Triple-A Pacific Coast League,"In 1972, the Dukes name was revived and the team moved up to the Triple-A Pacific Coast League.",
